name,tapebert_mlp_pred_result_1,tapebert_mlp_pred_result_2,tapebert_mlp_pred_result_3,tapebert_mlp_pred_result_4,tapebert_mlp_pred_result_5,tapebert_mlp_pred_result_vote,tapebert_svm_pred_result_1,tapebert_svm_pred_result_2,tapebert_svm_pred_result_3,tapebert_svm_pred_result_4,tapebert_svm_pred_result_5,tapebert_svm_pred_result_vote,pssm_cnn_pred_result_1,pssm_cnn_pred_result_2,pssm_cnn_pred_result_3,pssm_cnn_pred_result_4,pssm_cnn_pred_result_5,pssm_cnn_pred_result_vote,hybrid_bilstm_pred_result_1,hybrid_bilstm_pred_result_2,hybrid_bilstm_pred_result_3,hybrid_bilstm_pred_result_4,hybrid_bilstm_pred_result_5,hybrid_bilstm_pred_result_vote
lcl|NC_012442.1_prot_WP_004682158.1_718,0.001,0.006,0.022,0.006,0.0,0.0,0.015,0.015,0.012,0.007,0.015,0.0,0.098,0.101,0.058,0.042,0.047,0.0,0.003,0.001,0.001,0.012,0.001,0.0
lcl|NC_012442.1_prot_WP_004686000.1_719,0.03,0.037,0.093,0.043,0.021,0.0,0.047,0.028,0.056,0.054,0.042,0.0,0.027,0.008,0.007,0.006,0.004,0.0,0.041,0.001,0.001,0.012,0.001,0.0
lcl|NC_012442.1_prot_WP_002972101.1_720,0.199,0.49,0.192,0.176,0.277,0.0,0.091,0.103,0.094,0.083,0.06,0.0,0.017,0.015,0.01,0.023,0.004,0.0,0.14,0.083,0.029,0.047,0.134,0.0
lcl|NC_012442.1_prot_WP_002967248.1_721,0.003,0.066,0.164,0.064,0.009,0.0,0.039,0.07,0.09,0.066,0.056,0.0,0.062,0.029,0.03,0.055,0.004,0.0,0.114,0.061,0.099,0.148,0.014,0.0
lcl|NC_012442.1_prot_WP_002965827.1_722,0.075,0.221,0.215,0.035,0.042,0.0,0.191,0.163,0.182,0.198,0.208,0.0,0.168,0.06,0.107,0.05,0.055,0.0,0.057,0.001,0.003,0.047,0.001,0.0
lcl|NC_012442.1_prot_WP_004682164.1_723,0.0,0.0,0.007,0.0,0.0,0.0,0.006,0.008,0.011,0.006,0.008,0.0,0.011,0.006,0.007,0.009,0.003,0.0,0.166,0.013,0.013,0.072,0.001,0.0
lcl|NC_012442.1_prot_WP_004684864.1_724,0.0,0.0,0.002,0.0,0.0,0.0,0.006,0.005,0.005,0.005,0.009,0.0,0.005,0.003,0.003,0.001,0.001,0.0,0.058,0.004,0.0,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_075589493.1_725,0.025,0.001,0.019,0.017,0.074,0.0,0.062,0.072,0.015,0.054,0.06,0.0,0.027,0.002,0.004,0.002,0.001,0.0,0.007,0.0,0.0,0.02,0.001,0.0
lcl|NC_012442.1_prot_WP_004685999.1_726,0.004,0.029,0.017,0.053,0.108,0.0,0.011,0.011,0.014,0.007,0.009,0.0,0.145,0.018,0.055,0.029,0.293,0.0,0.006,0.001,0.042,0.008,0.0,0.0
lcl|NC_012442.1_prot_WP_004684861.1_727,0.195,0.053,0.026,0.172,0.082,0.0,0.017,0.024,0.028,0.01,0.014,0.0,0.08,0.011,0.013,0.045,0.041,0.0,0.003,0.005,0.047,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_002965821.1_728,0.261,0.013,0.071,0.118,0.037,0.0,0.064,0.07,0.048,0.04,0.085,0.0,0.261,0.169,0.232,0.261,0.177,0.0,0.293,0.008,0.003,0.084,0.005,0.0
lcl|NC_012442.1_prot_WP_004682177.1_729,0.017,0.039,0.039,0.008,0.093,0.0,0.027,0.045,0.028,0.057,0.038,0.0,0.091,0.354,0.118,0.064,0.057,0.0,0.031,0.005,0.0,0.008,0.005,0.0
lcl|NC_012442.1_prot_WP_006139907.1_730,0.516,0.775,0.745,0.641,0.843,1.0,0.521,0.618,0.622,0.607,0.751,1.0,0.653,0.615,0.564,0.622,0.625,1.0,0.145,0.075,0.07,0.326,0.021,0.0
lcl|NC_012442.1_prot_WP_004682180.1_731,0.0,0.0,0.003,0.0,0.002,0.0,0.003,0.006,0.002,0.003,0.004,0.0,0.031,0.03,0.026,0.056,0.017,0.0,0.016,0.0,0.001,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002969309.1_732,0.009,0.012,0.026,0.008,0.001,0.0,0.004,0.007,0.026,0.009,0.007,0.0,0.434,0.579,0.414,0.52,0.493,0.4,0.012,0.012,0.002,0.014,0.001,0.0
lcl|NC_012442.1_prot_WP_004682184.1_733,0.001,0.01,0.01,0.002,0.003,0.0,0.006,0.013,0.011,0.013,0.008,0.0,0.318,0.214,0.197,0.112,0.084,0.0,0.095,0.015,0.012,0.027,0.014,0.0
lcl|NC_012442.1_prot_WP_004682186.1_734,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.003,0.002,0.002,0.002,0.0,0.051,0.024,0.015,0.016,0.018,0.0,0.001,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004685997.1_735,0.222,0.575,0.441,0.41,0.446,0.2,0.299,0.452,0.5,0.466,0.509,0.4,0.765,0.812,0.641,0.698,0.554,1.0,0.603,0.867,0.54,0.73,0.725,1.0
lcl|NC_012442.1_prot_WP_004682189.1_736,0.0,0.0,0.002,0.0,0.0,0.0,0.043,0.027,0.016,0.043,0.044,0.0,0.031,0.018,0.018,0.015,0.013,0.0,0.053,0.0,0.0,0.006,0.001,0.0
lcl|NC_012442.1_prot_WP_002965811.1_737,0.087,0.263,0.048,0.106,0.113,0.0,0.027,0.032,0.029,0.039,0.017,0.0,0.083,0.057,0.034,0.025,0.017,0.0,0.104,0.021,0.026,0.014,0.002,0.0
lcl|NC_012442.1_prot_WP_002969308.1_738,0.415,0.375,0.167,0.193,0.18,0.0,0.115,0.138,0.15,0.245,0.188,0.0,0.343,0.301,0.158,0.263,0.082,0.0,0.159,0.098,0.028,0.069,0.025,0.0
lcl|NC_012442.1_prot_WP_004686896.1_739,0.29,0.071,0.074,0.071,0.063,0.0,0.013,0.032,0.015,0.025,0.013,0.0,0.008,0.01,0.001,0.001,0.003,0.0,0.021,0.025,0.005,0.009,0.006,0.0
lcl|NC_012442.1_prot_WP_115636396.1_740,0.3,0.309,0.124,0.09,0.255,0.0,0.031,0.04,0.029,0.087,0.053,0.0,0.244,0.467,0.146,0.173,0.084,0.0,0.697,0.475,0.296,0.234,0.74,0.4
lcl|NC_012442.1_prot_WP_004682193.1_741,0.55,0.868,0.349,0.662,0.862,0.8,0.323,0.28,0.234,0.309,0.148,0.0,0.989,0.96,0.925,0.908,0.979,1.0,0.52,0.934,0.239,0.753,0.719,0.8
lcl|NC_012442.1_prot_WP_006254231.1_742,0.132,0.411,0.16,0.195,0.24,0.0,0.081,0.06,0.067,0.128,0.034,0.0,0.864,0.846,0.766,0.289,0.68,0.8,0.209,0.126,0.029,0.404,0.391,0.0
lcl|NC_012442.1_prot_WP_002965803.1_745,0.049,0.031,0.007,0.003,0.008,0.0,0.011,0.016,0.019,0.019,0.008,0.0,0.298,0.295,0.106,0.151,0.062,0.0,0.134,0.011,0.009,0.021,0.042,0.0
lcl|NC_012442.1_prot_WP_002965802.1_746,0.043,0.079,0.126,0.034,0.034,0.0,0.083,0.101,0.124,0.197,0.097,0.0,0.107,0.057,0.077,0.092,0.094,0.0,0.166,0.012,0.055,0.204,0.009,0.0
lcl|NC_012442.1_prot_WP_004682202.1_747,0.045,0.077,0.135,0.044,0.036,0.0,0.071,0.073,0.057,0.074,0.06,0.0,0.161,0.088,0.057,0.049,0.237,0.0,0.247,0.02,0.173,0.161,0.273,0.0
lcl|NC_012442.1_prot_WP_004682204.1_748,0.002,0.003,0.037,0.003,0.001,0.0,0.023,0.022,0.033,0.051,0.033,0.0,0.162,0.071,0.068,0.071,0.04,0.0,0.108,0.005,0.01,0.021,0.006,0.0
lcl|NC_012442.1_prot_WP_002965799.1_749,0.018,0.009,0.044,0.04,0.004,0.0,0.011,0.009,0.017,0.035,0.009,0.0,0.089,0.194,0.054,0.059,0.033,0.0,0.446,0.1,0.116,0.203,0.003,0.0
lcl|NC_012442.1_prot_WP_002965798.1_750,0.009,0.013,0.079,0.021,0.026,0.0,0.015,0.028,0.023,0.026,0.02,0.0,0.141,0.205,0.105,0.156,0.036,0.0,0.124,0.043,0.012,0.027,0.004,0.0
lcl|NC_012442.1_prot_WP_004685994.1_751,0.265,0.432,0.569,0.603,0.213,0.4,0.225,0.244,0.354,0.224,0.403,0.0,0.826,0.746,0.594,0.593,0.537,1.0,0.932,0.72,0.651,0.813,0.145,0.8
lcl|NC_012442.1_prot_WP_087910431.1_752,0.001,0.044,0.055,0.013,0.018,0.0,0.017,0.018,0.04,0.018,0.02,0.0,0.046,0.074,0.017,0.018,0.015,0.0,0.04,0.161,0.036,0.023,0.013,0.0
lcl|NC_012442.1_prot_WP_004682211.1_753,0.082,0.393,0.145,0.157,0.269,0.0,0.054,0.064,0.071,0.042,0.052,0.0,0.176,0.335,0.171,0.34,0.071,0.0,0.252,0.835,0.164,0.123,0.292,0.2
lcl|NC_012442.1_prot_WP_004682214.1_754,0.007,0.004,0.008,0.003,0.002,0.0,0.028,0.022,0.011,0.033,0.008,0.0,0.139,0.148,0.043,0.047,0.134,0.0,0.001,0.003,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004685992.1_755,0.002,0.006,0.014,0.001,0.003,0.0,0.019,0.016,0.024,0.015,0.013,0.0,0.008,0.011,0.016,0.006,0.012,0.0,0.002,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682216.1_756,0.0,0.003,0.048,0.001,0.004,0.0,0.05,0.04,0.029,0.066,0.056,0.0,0.022,0.038,0.02,0.01,0.023,0.0,0.009,0.001,0.005,0.029,0.002,0.0
lcl|NC_012442.1_prot_WP_002967238.1_757,0.002,0.002,0.013,0.006,0.002,0.0,0.016,0.009,0.016,0.013,0.003,0.0,0.033,0.022,0.003,0.002,0.025,0.0,0.006,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002968538.1_758,0.046,0.022,0.092,0.07,0.016,0.0,0.022,0.027,0.048,0.038,0.038,0.0,0.04,0.037,0.06,0.069,0.064,0.0,0.028,0.009,0.005,0.02,0.002,0.0
lcl|NC_012442.1_prot_WP_004682221.1_759,0.032,0.025,0.062,0.029,0.025,0.0,0.048,0.048,0.059,0.072,0.042,0.0,0.013,0.017,0.013,0.004,0.018,0.0,0.003,0.002,0.004,0.002,0.003,0.0
lcl|NC_012442.1_prot_WP_005972478.1_760,0.004,0.002,0.01,0.006,0.003,0.0,0.03,0.023,0.009,0.032,0.009,0.0,0.203,0.135,0.069,0.069,0.032,0.0,0.028,0.005,0.007,0.017,0.005,0.0
lcl|NC_012442.1_prot_WP_004685991.1_761,0.003,0.001,0.006,0.012,0.006,0.0,0.046,0.037,0.049,0.026,0.06,0.0,0.026,0.012,0.008,0.002,0.005,0.0,0.001,0.0,0.0,0.017,0.005,0.0
lcl|NC_012442.1_prot_WP_004685989.1_762,0.0,0.001,0.005,0.002,0.0,0.0,0.029,0.031,0.02,0.019,0.016,0.0,0.019,0.016,0.04,0.018,0.026,0.0,0.001,0.001,0.002,0.003,0.009,0.0
lcl|NC_012442.1_prot_WP_004685988.1_763,0.001,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.003,0.0,0.026,0.009,0.018,0.018,0.003,0.0,0.015,0.0,0.003,0.005,0.005,0.0
lcl|NC_012442.1_prot_WP_002965785.1_764,0.001,0.011,0.052,0.005,0.002,0.0,0.017,0.022,0.027,0.011,0.019,0.0,0.241,0.159,0.095,0.151,0.328,0.0,0.026,0.001,0.006,0.021,0.007,0.0
lcl|NC_012442.1_prot_WP_002965786.1_765,0.316,0.678,0.297,0.374,0.528,0.4,0.299,0.197,0.183,0.349,0.214,0.0,0.787,0.906,0.426,0.426,0.475,0.4,0.498,0.578,0.158,0.357,0.719,0.4
lcl|NC_012442.1_prot_WP_005972474.1_766,0.01,0.012,0.053,0.002,0.002,0.0,0.015,0.016,0.016,0.017,0.017,0.0,0.025,0.03,0.006,0.022,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004682238.1_767,0.0,0.004,0.035,0.001,0.001,0.0,0.026,0.006,0.025,0.014,0.019,0.0,0.087,0.061,0.026,0.027,0.026,0.0,0.005,0.021,0.009,0.031,0.006,0.0
lcl|NC_012442.1_prot_WP_002965780.1_768,0.003,0.035,0.052,0.012,0.01,0.0,0.091,0.057,0.074,0.073,0.101,0.0,0.256,0.302,0.09,0.187,0.068,0.0,0.153,0.069,0.012,0.078,0.048,0.0
lcl|NC_012442.1_prot_WP_004682241.1_769,0.001,0.001,0.004,0.001,0.0,0.0,0.004,0.003,0.003,0.008,0.003,0.0,0.041,0.027,0.024,0.047,0.013,0.0,0.014,0.013,0.007,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_004682242.1_770,0.0,0.0,0.001,0.0,0.0,0.0,0.004,0.002,0.002,0.007,0.002,0.0,0.017,0.044,0.017,0.007,0.004,0.0,0.001,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004684841.1_771,0.001,0.001,0.003,0.001,0.0,0.0,0.018,0.02,0.016,0.03,0.021,0.0,0.039,0.011,0.03,0.02,0.04,0.0,0.001,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002965776.1_772,0.0,0.001,0.004,0.0,0.0,0.0,0.033,0.049,0.084,0.027,0.023,0.0,0.041,0.138,0.04,0.065,0.025,0.0,0.002,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004682247.1_773,0.0,0.0,0.006,0.0,0.0,0.0,0.035,0.024,0.02,0.025,0.023,0.0,0.097,0.157,0.15,0.049,0.045,0.0,0.048,0.0,0.0,0.014,0.0,0.0
lcl|NC_012442.1_prot_WP_002965774.1_774,0.0,0.0,0.016,0.0,0.0,0.0,0.006,0.02,0.015,0.017,0.018,0.0,0.067,0.023,0.022,0.018,0.026,0.0,0.002,0.0,0.0,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_004682252.1_775,0.003,0.007,0.006,0.002,0.004,0.0,0.009,0.015,0.018,0.013,0.011,0.0,0.05,0.037,0.069,0.014,0.056,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965771.1_776,0.005,0.003,0.065,0.004,0.0,0.0,0.084,0.118,0.094,0.128,0.155,0.0,0.032,0.01,0.02,0.039,0.028,0.0,0.543,0.037,0.03,0.473,0.004,0.2
lcl|NC_012442.1_prot_WP_002965770.1_777,0.003,0.01,0.031,0.013,0.009,0.0,0.029,0.039,0.027,0.019,0.03,0.0,0.044,0.018,0.01,0.011,0.008,0.0,0.184,0.213,0.027,0.067,0.271,0.0
lcl|NC_012442.1_prot_WP_002967234.1_778,0.025,0.112,0.168,0.056,0.022,0.0,0.104,0.097,0.118,0.085,0.071,0.0,0.027,0.026,0.048,0.03,0.015,0.0,0.023,0.003,0.001,0.02,0.002,0.0
lcl|NC_012442.1_prot_WP_002965767.1_779,0.0,0.0,0.01,0.0,0.0,0.0,0.001,0.004,0.007,0.002,0.005,0.0,0.097,0.069,0.031,0.055,0.018,0.0,0.057,0.064,0.018,0.091,0.003,0.0
lcl|NC_012442.1_prot_WP_002965766.1_780,0.001,0.002,0.016,0.003,0.001,0.0,0.005,0.002,0.004,0.006,0.005,0.0,0.081,0.113,0.03,0.015,0.039,0.0,0.018,0.003,0.008,0.024,0.011,0.0
lcl|NC_012442.1_prot_WP_004682257.1_781,0.0,0.0,0.002,0.0,0.0,0.0,0.008,0.005,0.004,0.009,0.006,0.0,0.041,0.008,0.017,0.011,0.007,0.0,0.014,0.0,0.0,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_002965763.1_782,0.001,0.001,0.021,0.002,0.001,0.0,0.048,0.116,0.183,0.083,0.077,0.0,0.053,0.006,0.016,0.013,0.017,0.0,0.016,0.001,0.004,0.027,0.0,0.0
lcl|NC_012442.1_prot_WP_002968543.1_783,0.835,0.297,0.301,0.825,0.222,0.4,0.071,0.074,0.152,0.154,0.329,0.0,0.792,0.582,0.645,0.746,0.879,1.0,0.967,0.983,0.617,0.873,0.019,0.8
lcl|NC_012442.1_prot_WP_002965761.1_784,0.075,0.133,0.045,0.022,0.05,0.0,0.04,0.029,0.076,0.023,0.047,0.0,0.081,0.074,0.026,0.038,0.029,0.0,0.021,0.006,0.0,0.014,0.007,0.0
lcl|NC_012442.1_prot_WP_002965760.1_785,0.002,0.002,0.016,0.002,0.01,0.0,0.073,0.053,0.032,0.089,0.08,0.0,0.094,0.041,0.095,0.044,0.039,0.0,0.046,0.002,0.236,0.084,0.042,0.0
lcl|NC_012442.1_prot_WP_002965759.1_786,0.001,0.005,0.023,0.004,0.001,0.0,0.029,0.017,0.016,0.035,0.02,0.0,0.024,0.006,0.013,0.007,0.017,0.0,0.01,0.002,0.006,0.058,0.0,0.0
lcl|NC_012442.1_prot_WP_004685983.1_787,0.001,0.124,0.058,0.014,0.018,0.0,0.059,0.077,0.094,0.053,0.059,0.0,0.019,0.03,0.019,0.014,0.054,0.0,0.013,0.004,0.001,0.005,0.0,0.0
lcl|NC_012442.1_prot_WP_004682266.1_788,0.0,0.001,0.016,0.0,0.0,0.0,0.003,0.005,0.004,0.009,0.003,0.0,0.092,0.14,0.151,0.027,0.085,0.0,0.002,0.003,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004684836.1_789,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.002,0.002,0.001,0.001,0.0,0.012,0.007,0.006,0.002,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002972115.1_790,0.056,0.334,0.07,0.13,0.276,0.0,0.191,0.127,0.124,0.128,0.095,0.0,0.98,0.988,0.966,0.644,0.975,1.0,0.732,0.508,0.063,0.573,0.934,0.8
lcl|NC_012442.1_prot_WP_002965755.1_791,0.209,0.325,0.162,0.081,0.4,0.0,0.054,0.076,0.052,0.123,0.041,0.0,0.152,0.048,0.023,0.02,0.374,0.0,0.02,0.001,0.001,0.013,0.0,0.0
lcl|NC_012442.1_prot_WP_006135652.1_792,0.158,0.209,0.109,0.029,0.035,0.0,0.041,0.053,0.06,0.063,0.077,0.0,0.045,0.016,0.044,0.009,0.004,0.0,0.047,0.006,0.093,0.017,0.002,0.0
lcl|NC_012442.1_prot_WP_004682272.1_793,0.001,0.001,0.014,0.0,0.0,0.0,0.019,0.037,0.049,0.045,0.054,0.0,0.098,0.014,0.023,0.009,0.026,0.0,0.046,0.002,0.005,0.027,0.042,0.0
lcl|NC_012442.1_prot_WP_002965752.1_794,0.2,0.473,0.129,0.312,0.529,0.2,0.283,0.225,0.217,0.208,0.144,0.0,0.046,0.118,0.072,0.022,0.084,0.0,0.188,0.03,0.162,0.086,0.017,0.0
lcl|NC_012442.1_prot_WP_002968546.1_795,0.056,0.286,0.226,0.316,0.019,0.0,0.113,0.409,0.203,0.302,0.265,0.0,0.507,0.272,0.059,0.07,0.158,0.2,0.741,0.971,0.401,0.618,0.249,0.6
lcl|NC_012442.1_prot_WP_004682276.1_796,0.05,0.213,0.212,0.195,0.105,0.0,0.061,0.046,0.069,0.056,0.125,0.0,0.256,0.182,0.065,0.131,0.109,0.0,0.38,0.445,0.04,0.17,0.125,0.0
lcl|NC_012442.1_prot_WP_006135649.1_797,0.0,0.0,0.003,0.0,0.0,0.0,0.012,0.008,0.012,0.008,0.008,0.0,0.03,0.023,0.017,0.014,0.009,0.0,0.008,0.009,0.001,0.016,0.0,0.0
lcl|NC_012442.1_prot_WP_002965747.1_798,0.0,0.0,0.001,0.0,0.0,0.0,0.011,0.012,0.009,0.01,0.008,0.0,0.082,0.035,0.085,0.086,0.052,0.0,0.002,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682281.1_799,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.001,0.0,0.034,0.014,0.014,0.004,0.052,0.0,0.005,0.003,0.0,0.007,0.013,0.0
lcl|NC_012442.1_prot_WP_002965745.1_800,0.0,0.0,0.009,0.0,0.0,0.0,0.068,0.057,0.023,0.037,0.069,0.0,0.024,0.01,0.014,0.016,0.001,0.0,0.007,0.001,0.025,0.047,0.002,0.0
lcl|NC_012442.1_prot_WP_006135646.1_801,0.0,0.002,0.009,0.0,0.015,0.0,0.044,0.036,0.029,0.06,0.035,0.0,0.253,0.256,0.155,0.186,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004682293.1_803,0.0,0.004,0.009,0.001,0.002,0.0,0.015,0.005,0.009,0.01,0.009,0.0,0.102,0.046,0.08,0.061,0.052,0.0,0.001,0.001,0.003,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_004684830.1_804,0.0,0.0,0.007,0.0,0.0,0.0,0.022,0.022,0.014,0.06,0.013,0.0,0.098,0.059,0.146,0.026,0.112,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686899.1_805,0.666,0.716,0.278,0.345,0.295,0.4,0.271,0.235,0.259,0.239,0.164,0.0,0.375,0.237,0.342,0.053,0.201,0.0,0.221,0.4,0.029,0.056,0.015,0.0
lcl|NC_012442.1_prot_WP_004685977.1_806,0.0,0.0,0.012,0.0,0.0,0.0,0.021,0.02,0.032,0.019,0.016,0.0,0.008,0.006,0.007,0.008,0.006,0.0,0.039,0.0,0.001,0.06,0.0,0.0
lcl|NC_012442.1_prot_WP_004682299.1_807,0.0,0.001,0.013,0.003,0.001,0.0,0.029,0.007,0.012,0.027,0.022,0.0,0.012,0.009,0.02,0.019,0.018,0.0,0.001,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004682301.1_808,0.001,0.0,0.002,0.001,0.0,0.0,0.004,0.002,0.005,0.005,0.003,0.0,0.021,0.033,0.008,0.013,0.005,0.0,0.024,0.005,0.007,0.01,0.008,0.0
lcl|NC_012442.1_prot_WP_002965736.1_809,0.004,0.009,0.019,0.003,0.001,0.0,0.008,0.01,0.011,0.01,0.006,0.0,0.063,0.035,0.027,0.038,0.032,0.0,0.048,0.0,0.002,0.026,0.0,0.0
lcl|NC_012442.1_prot_WP_004684828.1_810,0.058,0.085,0.07,0.003,0.011,0.0,0.192,0.271,0.165,0.215,0.108,0.0,0.025,0.026,0.02,0.039,0.031,0.0,0.489,0.111,0.056,0.082,0.05,0.0
lcl|NC_012442.1_prot_WP_002967223.1_811,0.0,0.002,0.009,0.0,0.001,0.0,0.004,0.005,0.008,0.011,0.007,0.0,0.075,0.046,0.054,0.021,0.031,0.0,0.005,0.007,0.0,0.002,0.001,0.0
lcl|NC_012442.1_prot_WP_004685976.1_812,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.007,0.008,0.007,0.008,0.0,0.005,0.002,0.004,0.002,0.001,0.0,0.145,0.102,0.002,0.108,0.003,0.0
lcl|NC_012442.1_prot_WP_002965732.1_813,0.019,0.0,0.015,0.01,0.042,0.0,0.023,0.034,0.007,0.021,0.027,0.0,0.023,0.003,0.009,0.005,0.002,0.0,0.016,0.0,0.002,0.016,0.004,0.0
lcl|NC_012442.1_prot_WP_002970554.1_814,0.055,0.0,0.01,0.013,0.072,0.0,0.015,0.021,0.005,0.012,0.017,0.0,0.016,0.001,0.009,0.004,0.006,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002965729.1_815,0.056,0.057,0.016,0.01,0.018,0.0,0.003,0.005,0.006,0.006,0.003,0.0,0.604,0.391,0.295,0.314,0.229,0.2,0.089,0.269,0.015,0.044,0.018,0.0
lcl|NC_012442.1_prot_WP_004685975.1_816,0.0,0.001,0.031,0.0,0.0,0.0,0.011,0.01,0.02,0.008,0.009,0.0,0.061,0.043,0.029,0.025,0.018,0.0,0.036,0.006,0.0,0.044,0.001,0.0
lcl|NC_012442.1_prot_WP_004682313.1_817,0.0,0.0,0.001,0.0,0.0,0.0,0.01,0.008,0.003,0.005,0.006,0.0,0.011,0.013,0.006,0.002,0.004,0.0,0.011,0.0,0.0,0.023,0.001,0.0
lcl|NC_012442.1_prot_WP_004685974.1_818,0.063,0.206,0.228,0.288,0.265,0.0,0.107,0.038,0.032,0.031,0.039,0.0,0.115,0.027,0.014,0.059,0.019,0.0,0.009,0.198,0.061,0.095,0.221,0.0
lcl|NC_012442.1_prot_WP_004682316.1_819,0.005,0.01,0.029,0.007,0.037,0.0,0.01,0.008,0.011,0.013,0.011,0.0,0.019,0.008,0.011,0.015,0.036,0.0,0.09,0.053,0.142,0.039,0.198,0.0
lcl|NC_012442.1_prot_WP_004685973.1_820,0.031,0.01,0.026,0.015,0.01,0.0,0.023,0.015,0.02,0.022,0.014,0.0,0.012,0.014,0.002,0.005,0.001,0.0,0.277,0.009,0.009,0.034,0.017,0.0
lcl|NC_012442.1_prot_WP_002965723.1_821,0.0,0.001,0.017,0.002,0.001,0.0,0.011,0.013,0.006,0.009,0.011,0.0,0.056,0.055,0.015,0.033,0.015,0.0,0.004,0.002,0.004,0.036,0.001,0.0
lcl|NC_012442.1_prot_WP_002968561.1_822,0.541,0.288,0.147,0.197,0.423,0.2,0.208,0.146,0.079,0.103,0.147,0.0,0.508,0.168,0.244,0.316,0.473,0.2,0.935,0.689,0.925,0.482,0.856,0.8
lcl|NC_012442.1_prot_WP_004682317.1_824,0.001,0.016,0.039,0.011,0.01,0.0,0.009,0.013,0.015,0.018,0.013,0.0,0.19,0.071,0.113,0.098,0.144,0.0,0.032,0.017,0.003,0.004,0.013,0.0
lcl|NC_012442.1_prot_WP_004684823.1_825,0.001,0.003,0.047,0.004,0.002,0.0,0.015,0.014,0.017,0.011,0.017,0.0,0.137,0.059,0.078,0.095,0.19,0.0,0.078,0.006,0.051,0.094,0.033,0.0
lcl|NC_012442.1_prot_WP_172438486.1_827,0.057,0.105,0.018,0.01,0.013,0.0,0.012,0.032,0.019,0.017,0.012,0.0,0.018,0.071,0.022,0.013,0.01,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004682324.1_828,0.001,0.017,0.05,0.005,0.009,0.0,0.069,0.061,0.076,0.074,0.055,0.0,0.3,0.509,0.213,0.095,0.282,0.2,0.061,0.044,0.001,0.028,0.021,0.0
lcl|NC_012442.1_prot_WP_004685970.1_829,0.0,0.001,0.026,0.0,0.001,0.0,0.011,0.016,0.012,0.01,0.01,0.0,0.038,0.016,0.017,0.016,0.003,0.0,0.009,0.001,0.001,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_002968564.1_830,0.004,0.096,0.043,0.026,0.016,0.0,0.016,0.02,0.015,0.015,0.006,0.0,0.056,0.065,0.035,0.051,0.019,0.0,0.013,0.025,0.005,0.024,0.021,0.0
lcl|NC_012442.1_prot_WP_002965713.1_831,0.002,0.003,0.012,0.004,0.001,0.0,0.005,0.004,0.006,0.009,0.003,0.0,0.063,0.053,0.045,0.038,0.103,0.0,0.018,0.001,0.008,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_004685969.1_832,0.002,0.018,0.022,0.021,0.014,0.0,0.016,0.015,0.009,0.01,0.01,0.0,0.022,0.033,0.06,0.038,0.039,0.0,0.001,0.0,0.005,0.006,0.002,0.0
lcl|NC_012442.1_prot_WP_004682332.1_833,0.009,0.001,0.009,0.002,0.006,0.0,0.007,0.006,0.008,0.007,0.011,0.0,0.028,0.011,0.033,0.043,0.004,0.0,0.003,0.0,0.001,0.005,0.0,0.0
